Headlines,Fecha,traduccion
TSB no parece encajar en la estrategia de BBVA,2024-05-03,TSB doesn't seem to fit into BBVA's strategy
Sabadell amplía el rally y cotiza aún a 2.100 millones de la prima,2024-05-03,Sabadell expands the rally and still quotes to 2.1 billion of the premium
"Sabadell repunta un 3,6% tras conocerse el canje propuesto por BBVA para la fusión",2024-05-02,Sabadell reports 3.6% after the exchange proposed by BBVA for the merger
El Ibex no puede con los 10.900 puntos lastrado por los pesos pesados,2024-05-02,"The Ibex can not with the 10,900 points weighed by heavy weights"
Las 5 noticias clave del día para el inversor,2024-05-02,The 5 Key News of the Day for the Investor
BBVA pasa una patata caliente al Consejo de Sabadell,2024-05-02,BBVA passes a hot potato to the Sabadell Council
Mazón alerta de que la fusión BBVA-Sabadell concentraría el 60% del mercado valenciano,2024-05-02,Mazón alerts that the BBVA-Sabadell merger would concentrate 60% of the Valencian market
"La Primera de Expansión sobre BBVA y Sabadell, Inditex y la última decisión de la Fed",2024-05-02,"The First Expansion on BBVA and Sabadell, Inditex and the Fed’s latest decision"
BBVA valora Sabadell en 12.200 millones,2024-05-02,BBVA values Sabadell at 12.2 billion
"Una operación atractiva para los accionistas, según los expertos",2024-05-02,"An attractive operation for shareholders, according to experts"
La banca europea bate récord de capital pese a la lluvia de dividendos y recompras,2024-05-02,European banking beats record capital despite the rain of dividends and buybacks
Allianz y Zurich se verán las caras en el juego de alianzas de bancaseguros,2024-05-02,Allianz and Zurich will see the faces in the game of insurance banking alliances
Los ADR de BBVA caen más de un 2% en Wall Street,2024-05-01,BBVA ADRs fall more than 2% on Wall Street
BBVA ofrece a Sabadell un canje de acciones con una prima del 30%,2024-05-01,BBVA offers Sabadell a stock exchange with a 30% premium
"Yolanda Díaz avisa de que si se fusiona el Sabadell y BBVA ""nos van a presentar un ERE""",2024-05-01,"Yolanda Díaz warns that if the Sabadell merges and BBVA ""we will be presented with an ERE"""
BBVA y Sabadell crearían un gigante de más de un billón de euros en activos,2024-05-01,BBVA and Sabadell would create a giant of more than a billion euros in assets
¿Una segunda oportunidad para BBVA con Sabadell?,2024-05-01,A second chance to BBVA with Sabadell?
"BBVA- Sabadell: La City ve el sentido estratégico, pero recela de las sinergias",2024-05-01,"BBVA- Sabadell: The City sees the strategic sense, but is wary of synergies"
"La gran banca gana un 17% más, hasta 6.676 millones",2024-05-01,"The big bank earns 17% more, up to 6,676 million"
"Sabadell, Naturgy y Unicaja suben más del 11% en abril",2024-05-01,"Sabadell, Naturgy and Unicaja rise more than 11% in April"
BBVA pierde en Bolsa 4.232 millones en su segundo asalto a Sabadell,2024-05-01,BBVA loses 4.232 million on the Stock Exchange in its second round of Sabadell
La operación BBVA/Sabadell sirve de ensayo para una mayor consolidación bancaria en Europa,2024-04-30,The BBVA/Sabadell operation serves as a test for further bank consolidation in Europe
"Los analistas hacen números con una oferta de BBVA por Sabadell a 2,09 euros por acción",2024-04-30,Analysts make numbers with a BBVA offer by Sabadell at 2.09 euros per share
Por qué BBVA ve un buen momento para comprar Sabadell,2024-04-30,Why BBVA sees a good time to buy Sabadell
La fusión de BBVA y Sabadell crearía un gigante con 1 billón en activos y 135.000 empleados,2024-04-30,"The merger of BBVA and Sabadell would create a giant with 1 billion in assets and 135,000 employees"
Cuerpo aboga por mantener la competitividad del sector en caso de fusión BBVA-Sabadell,2024-04-30,Corps advocates to maintain the competitiveness of the sector in case of merger BBVA-Sabadell
"Josep Oliu, el artífice del crecimiento de Sabadell",2024-04-30,"Josep Oliu, the architect of Sabadell's growth"
Carlos Torres: un ex de McKinsey que ha situado a BBVA a la cabeza del sector,2024-04-30,Carlos Torres: a former McKinsey who has placed BBVA at the head of the sector
Qué esperan ahora los analistas de BBVA y Sabadell,2024-04-30,What the analysts of BBVA and Sabadell expect now
BBVA explora una posible fusión con Sabadell,2024-04-30,BBVA explores a possible merger with Sabadell
Santander no tiene prisa,2024-04-30,Santander is in no hurry
"Sabadell, IAG, Naturgy y CaixaBank, líderes del rebote",2024-04-30,"Sabadell, IAG, Naturgy and CaixaBank, rebound leaders"
Las diez gestoras que controlan las inversiones de los españoles,2024-04-27,The ten managers who control the investments of the Spaniards
"Los grandes inversores se refuerzan en BBVA, Santander y CaixaBank",2024-04-23,"The big investors are strengthened in BBVA, Santander and CaixaBank"
"El Ibex, al filo de los 10.900 puntos impulsado por los pesos pesados",2024-04-22,"The Ibex, at the edge of the 10,900 points driven by heavyweights"
Taqa se enfrenta a 10.000 millones de créditos blindados en Naturgy,2024-04-19,Taqa faces 10 billion armored credits in Naturgy
Puig premia a Goldman Sachs y JPMorgan con una comisión de 66 millones por su salida a Bolsa,2024-04-18,Puig awards Goldman Sachs and JPMorgan with a commission of 66 million for their departure to the Stock Exchange
ING capta 23.000 clientes en fondos y supera los 5.500 millones,2024-04-17,"ING captures 23,000 clients in funds and exceeds 5.5 billion"
"Los bancos españoles ganarán 6.580 millones en el trimestre, un 15% más",2024-04-16,"Spanish banks will earn 6,580 million in the quarter, 15% more"
"Sabadell, Iberdrola y Endesa, los favoritos de los inversores",2024-04-16,"Sabadell, Iberdrola and Endesa, investors’ favourites"
España hace historia en banca de inversión: cero euros por operaciones en Bolsa en 2024,2024-04-15,Spain makes history in investment banking: zero euros per stock exchange operations in 2024
Cómo jugar la baza de los bancos en Bolsa,2024-04-13,How to play the Banks' Bazaar on the Stock Exchange
El Ibex pierde los 10.700 puntos y encadena su quinta caída tras el BCE,2024-04-11,"The Ibex loses 10,700 points and chains its fifth fall after the ECB"
"Sanitas gana 210 millones en 2023, un 2% más, sin contar con Manises",2024-04-11,"Sanitas makes 210 million in 2023, 2% more, not counting Manises"
Exoticca factura 200 millones y consigue financiación de BBVA Spark,2024-04-11,Exoticca bills 200 million and gets financing from BBVA Spark
Fluidra elige a SAP para su digitalización,2024-04-11,Fluidra chooses SAP for digitization
La banca coloca un récord de 27.000 millones en deuda en el arranque de año,2024-04-11,Bank puts a record 27 billion in debt at the start of the year
Bankinter se hace fuerte en los 7 euros y desafía a los bajistas,2024-04-11,Bankinter becomes strong in the 7 euros and challenges bassists
Sabadell descarta una fusión o vender TSB,2024-04-09,Sabadell rules out a merger or sell TSB
"Standard Ethics eleva a ""adecuada"" la calificación de sostenibilidad de Mapfre",2024-04-09,"Standard Ethics raises Mapfre's sustainability rating to ""appropriate"""
Puig saldrá a Bolsa con un 'pay out' del 40% para levantar hasta 3.000 millones,2024-04-09,Puig will be on the Stock Exchange with a 40% pay out to raise up to 3 billion
El euribor abre la puerta a una campaña de rebajas de las hipotecas,2024-04-06,Euribor opens the door to a mortgage sale campaign
"Los bancos dan otro impulso al Ibex, que se queda al filo de los 11.100 puntos",2024-04-04,"The banks give another boost to the Ibex, which stays at the edge of the 11,100 points"
BBVA y Sabadell refuerzan su escudo para pagar dividendos y bonus,2024-04-04,BBVA and Sabadell reinforce their shield to pay dividends and bonuses
El valor español con un negocio que es un diamante en bruto,2024-04-04,The Spanish value with a business that is a rough diamond
"Llega el dividendo de CaixaBank, BBVA y Sabadell",2024-04-03,"The dividend of CaixaBank, BBVA and Sabadell arrives"
Un valor que ha subido un 15% en diez sesiones y tiene aún un 13% de recorrido extra,2024-04-03,A value that has risen 15% in ten sessions and still has an extra 13%
34 cotizadas piden requisitos para su junta de accionistas,2024-04-01,34 listed request requirements for their shareholders' meeting
Miles de familias aún pueden reclamar a sus bancos los gastos hipotecarios,2024-03-31,Thousands of families can still claim mortgage expenses from their banks
Los '7 Magníficos' españoles superan el 17% en marzo,2024-03-29,Spanish '7 Magnificent' Over 17% in March
La banca e Inditex llevan el Ibex al 11.000,2024-03-28,"Banking and Inditex bring the Ibex to 11,000"
Santander pulverizará este trimestre su meta de financiación verde de 2025,2024-03-26,Santander will pulverize its 2025 green funding target this quarter
Tendam prepara su salida a Bolsa y amortiza todos sus bonos,2024-03-25,Tendam prepares his way out to the Stock Exchange and amortizes all his bonds
Los seis bancos cotizados reparten en un mes 7.000 millones en dividendos,2024-03-25,Six listed banks share 7 billion in dividends in a month
Los grandes grupos cotizados españoles pagaron 10.800 millones a 'partes vinculadas' en 2023,2024-03-25,The large Spanish listed groups paid 10.8 billion to 'linked parties' in 2023
Sabadell y BBVA se disputan el podio de la banca en Bolsa,2024-03-22,Sabadell and BBVA dispute the podium of the bank on the Stock Exchange
Moody's eleva el ráting a largo plazo de CaixaBank y de Ibercaja,2024-03-19,Moody's raises the long-term rating of CaixaBank and Ibercaja
CaixaBank: a por la sexta semana consecutiva de subidas,2024-03-19,CaixaBank: a for the sixth consecutive week of climbs
Puig sacará a Bolsa acciones de clase B para blindar el control de la familia,2024-03-19,Puig will take out Class B shares to shield control of the family
Los cuatro valores del Ibex más alcistas de 2024 con más potencial,2024-03-19,The four highest Ibex values of 2024 with the most potential
Inquietud empresarial ante el adelanto electoral en Cataluña,2024-03-18,Business restlessness in the face of electoral advancement in Catalonia
Los diferentes modelos de presidencia en los grandes bancos nacionales,2024-03-17,The different models of presidency in the large national banks
Los grandes grupos del Ibex ganan 1.500 millones con la sentencia 'anti-Montoro',2024-03-17,The big groups of the Ibex earn 1.5 billion with the 'anti-Montoro' sentence
"Bankinter, único banco que escapa a la caída del crédito en España",2024-03-17,"Bankinter, the only bank that escapes the fall of credit in Spain"
BBVA gana la pugna de los bancos por financiar al capital riesgo,2024-03-16,BBVA wins banks’ fight to finance venture capital
16 valores salen reforzados por la campaña de resultados,2024-03-16,16 values are reinforced by the results campaign
"Banca y lujo, la mejor inversión de la era poscovid",2024-03-15,"Banking and luxury, the best investment of the postcovid era"
Bankinter desafía con máximos a los inversores bajistas,2024-03-14,Bankinter challenges bass investors with maximum
El Ibex cierra al filo de los 10.400 puntos impulsado por los bancos,2024-03-12,"The Ibex closes at the edge of the 10,400 points driven by banks"
Sabadell asoma la cabeza por encima de los altos de 2023,2024-03-12,Sabadell looks his head above the heights of 2023
Santander y CaixaBank acaparan el 56% de las ventas de fondos de inversión,2024-03-12,Santander and CaixaBank account for 56% of investment fund sales
Cinco valores disparados en el Ibex pero con los bajistas al acecho,2024-03-12,Five values fired in the Ibex but with bassists stalking
Bankinter se choca frontalmente con sus máximos históricos,2024-03-11,Bankinter collides head-on with its historic highs
Cómo cazar más de 12.000 millones en dividendos,2024-03-09,How to hunt more than 12 billion in dividends
"CaixaBank, Santander y BBVA, con potencial de más del 25%",2024-03-08,"CaixaBank, Santander and BBVA, with a potential of more than 25%"
¿Fue inevitable ese final de Banco Popular?,2024-03-06,Was that Popular Bank ending inevitable?
Guerra judicial entre empresarios y banca por los créditos avalados por el ICO,2024-03-06,Judicial War Between Entrepreneurs and Banks for Credits Guaranteed by the ICO
"Santander, BBVA y Sabadell blindan el beneficio de 2024 con deuda española",2024-03-06,"Santander, BBVA and Sabadell shield the profit of 2024 with Spanish debt"
Las cotizadas esquivan a Hacienda con recompras masivas de acciones,2024-03-05,Quotes dodge the Treasury with massive stock buybacks
"'Caso Popular': la transparencia sale indemne, pero las personas resultan perjudicadas",2024-03-05,"'People's Case': Transparency comes out unscathed, but people get harmed"
Las empresas del Ibex más espléndidas a la hora de retribuir a sus principales ejecutivos,2024-03-03,The most splendid Ibex companies when it comes to paying back their top executives
"Santander, Sabadell, CaixaBank y BBVA: liquidez récord de 700.000 millones sin luchar por los depósitos",2024-03-01,"Santander, Sabadell, CaixaBank and BBVA: record liquidity of 700,000 million without fighting for deposits"
"La banca, a la caza de las promesas del 4YFN",2024-02-29,"The bank, in pursuit of the promises of the 4YFN"
